p_0,p_1,alpha_2,mu0_0,mu0_1,beta_2,mu1_0,mu1_1,gamma_2,count,bias_RA,var_RA,bias_IPW,var_IPW,bias_AIPW,var_AIPW,bias_IPWRA,var_IPWRA,bias_NNMATCH,var_NNMATCH,bias_PSMATCH,var_PSMATCH,_merge,MSE_RA,MSE_IPW,MSE_AIPW,MSE_IPWRA,MSE_NNMATCH,MSE_PSMATCH,min_absbias,minimizing_absbias
.5,.5,1.6,.75,.25,-1.42,.25,.75,.5,907,.0036909736,.0023882294,.0061747422,.0025326079,.0040412401,.0023894168,.85807407,.0054722792,.0043720002,.0042925207,.0043719998,.0042899032,matched (3),.0024018527,.0025707353,.0024057485,.74176341,.0043116352,.0043090177,.0036909736,1
.5,.5,1.6,.75,.25,-1.42,.25,.75,1.42,908,.038293019,.0021429658,.040768377,.0022763615,.03926459,.0021577517,1.0078903,.0056765256,.0023020005,.0032517947,.0023020008,.0032500259,matched (3),.0036093211,.0039384221,.0036994596,1.0215194,.003257094,.0032553251,.038293019,1
.5,.5,1.6,.75,.25,-1.42,.5,.5,-1.6,909,-.074813604,.0021354777,-.072358981,.0021844115,-.07578823,.0021389783,.26461604,.0062818788,.0012699999,.0026902347,.0012499999,.0026871951,matched (3),.0077325529,.0074202335,.0078828344,.076303527,.0026918475,.0026887576,.072358981,2
.5,.5,1.6,.75,.25,-1.42,.5,.5,1.6,910,.044345066,.0022616449,.046583567,.0023396036,.04544314,.0022859103,.80172181,.0067521753,.0015859992,.0029618023,.0015719992,.002961027,matched (3),.00422813,.0045096325,.0043509891,.64951003,.0029643178,.0029634982,.044345066,1
.5,.5,1.6,.75,.25,-.5,.75,.25,-1.42,911,-.057593051,.002221562,-.055410288,.0022987258,-.058490574,.0022188011,-.12105045,.0068622869,.0015220003,.0031733918,.0015160004,.0031722726,matched (3),.0055385213,.0053690257,.0056399484,.0215155,.0031757082,.0031745709,.055410288,2
.5,.5,1.6,.75,.25,-.5,.75,.25,-.5,912,-.022889357,.0025852986,-.020786611,.0026512751,-.023208542,.0025802692,.03349692,.0070572952,.0022239999,.0047436659,.0022140001,.0047403257,matched (3),.0031092213,.0030833583,.0031189057,.0081793386,.0047486122,.0047452278,.020786611,2
.5,.5,1.6,.75,.25,-.5,.75,.25,.5,913,.015159427,.0026557818,.017261639,.0027358399,.015481006,.0026583483,.19984211,.0065875584,.0041,.0044853031,.004094,.0044806185,matched (3),.0028855901,.003033804,.00289801,.046524428,.004502113,.0044973795,.015159427,1
.5,.5,1.6,.75,.25,-.5,.75,.25,1.42,914,.049589645,.0021982463,.051596209,.0022725912,.05052802,.0022116203,.35123494,.0064901677,.0027959996,.003074066,.0027919996,.0030721901,matched (3),.0046573794,.0049347603,.0047647012,.12985615,.0030818835,.0030799853,.049589645,1
.5,.5,1.6,.75,.25,-.5,.25,.75,-1.42,915,-.058639426,.0022939257,-.056141775,.0023865956,-.059551772,.0022907921,.37797418,.0053192135,.00088200025,.0033621239,.00088600023,.0033562221,matched (3),.0057325079,.0055384943,.0058372058,.1481837,.0033629017,.0033570072,.056141775,2
.5,.5,1.6,.75,.25,-.5,.25,.75,-.5,916,-.022822775,.0025216287,-.020348571,.0026461335,-.023147935,.0025162711,.53474337,.0056349444,.004398,.004648353,.0044,.0046437569,matched (3),.0030425079,.0030601979,.003052098,.29158542,.0046676951,.0046631168,.020348571,2
.5,.5,1.6,.75,.25,-.5,.25,.75,.5,917,.014177286,.0025656843,.016594831,.0027035584,.014484567,.0025673108,.70177323,.0054373709,.0044519999,.0044363677,.0044539999,.0044332584,matched (3),.0027666797,.0029789468,.0027771136,.49792305,.0044561881,.0044530965,.014177286,1
.5,.5,1.6,.75,.25,-.5,.25,.75,1.42,918,.048779331,.0023254838,.051188465,.0024520925,.049707919,.0023428048,.8515895,.0056170374,.002382,.0033338461,.002384,.0033318866,matched (3),.0047049071,.0050723515,.0048136818,.73082173,.00333952,.00333757,.048779331,1
.5,.5,1.6,.75,.25,-.5,.5,.5,-1.6,919,-.064327292,.0022279136,-.061938893,.0022888747,-.065344907,.0022285928,.1083152,.0065007685,.0013499999,.0028601065,.001332,.0028569687,matched (3),.0063659139,.0061253011,.0064985496,.018232951,.0028619291,.0028587428,.061938893,2
.5,.5,1.6,.75,.25,-.5,.5,.5,1.6,920,.054831378,.0024771064,.057003655,.0025625981,.055886466,.0025046063,.64542097,.0069025452,.0016659996,.0030291653,.0016539996,.0030275672,matched (3),.0054835863,.0058120149,.0056279032,.42347077,.0030319409,.0030303029,.054831378,1
.5,.5,1.6,.75,.25,.5,.75,.25,-1.42,921,-.046433117,.0023016487,-.044323031,.0023710446,-.047378417,.0023011104,-.28993735,.0068372074,.00093799975,.0032710624,.00092399964,.0032697103,matched (3),.0044576833,.0043355757,.0045458246,.090900876,.0032719423,.0032705641,.044323031,2
.5,.5,1.6,.75,.25,.5,.75,.25,-.5,922,-.011729424,.0025719185,-.0096993521,.0026300382,-.012096382,.0025676892,-.13538997,.0069669415,.0016400003,.0046908446,.0016220002,.0046876441,matched (3),.0027094979,.0027241155,.0027140116,.025297385,.0046935342,.0046902751,.0096993521,2
.5,.5,1.6,.75,.25,.5,.75,.25,.5,923,.02631936,.0026563841,.028348899,.0027280394,.026593165,.0026572696,.030955233,.0065816981,.003516,.0043811421,.0035019999,.0043773325,matched (3),.0033490928,.0035316995,.0033644661,.0075399247,.0043935045,.0043895966,.02631936,1
.5,.5,1.6,.75,.25,.5,.75,.25,1.42,924,.060749579,.0022474371,.062683471,.0023125163,.061640181,.0022566949,.18234806,.0063910829,.0022120003,.0030212626,.0022000002,.0030193536,matched (3),.0059379484,.0062417337,.0060562068,.039641898,.0030261555,.0030241937,.060749579,1
.5,.5,1.6,.75,.25,.5,.25,.75,-1.42,925,-.047479492,.0024185553,-.045054514,.0024947198,-.048439614,.0024170342,.2090873,.0053317752,.000298,.0035272446,.00029400003,.0035210033,matched (3),.0046728575,.0045246291,.0047634305,.049049273,.0035273333,.0035210897,.045054514,2
.5,.5,1.6,.75,.25,.5,.25,.75,-.5,926,-.011662843,.0025541615,-.0092613101,.002663498,-.012035775,.0025496702,.36585647,.0055236802,.0038139999,.0046658712,.0038079999,.0046616043,matched (3),.0026901835,.0027492698,.0026945299,.13937463,.0046804179,.004676105,.0092613101,2
.5,.5,1.6,.75,.25,.5,.25,.75,.5,927,.025337219,.002577418,.02768209,.0027013279,.025596727,.0025777032,.53288633,.005311958,.0038680001,.0043253107,.0038620001,.0043222583,matched (3),.0032193926,.0034676259,.0032328956,.28927979,.0043402719,.0043371734,.025337219,1
.5,.5,1.6,.75,.25,.5,.25,.75,1.42,928,.059939265,.0023728155,.062275726,.0024874473,.060820077,.0023853858,.68270266,.0053747217,.0017980001,.0032344321,.0017920001,.0032324526,matched (3),.0059655309,.0063657137,.0060844678,.47145763,.0032376649,.0032356638,.059939265,1
.5,.5,1.6,.75,.25,.5,.5,.5,-1.6,929,-.053167362,.0023026569,-.050851632,.002351657,-.054232746,.0023053484,-.060571678,.0064863372,.0007659996,.002949096,.00073999958,.0029453202,matched (3),.0051294253,.0049375454,.0052465391,.010155265,.0029496828,.0029458678,.050851632,2
.5,.5,1.6,.75,.25,.5,.5,.5,1.6,930,.065991312,.0025678028,.068090916,.0026415626,.066998631,.0025908446,.4765341,.0067034857,.0010819999,.0030115659,.0010619998,.0030101615,matched (3),.0069226562,.0072779353,.0070796614,.23378824,.0030127366,.0030112893,.065991312,1
.5,.5,1.6,.75,.25,1.42,.75,.25,-1.42,931,-.035623908,.002118554,-.0335804,.0021921345,-.036612783,.0021185344,-.43890956,.0066599897,.00092800078,.0030684352,.00091600063,.0030676378,matched (3),.0033876167,.0033197778,.0034590303,.19930159,.0030692965,.0030684769,.0335804,2
.5,.5,1.6,.75,.25,1.42,.75,.25,-.5,932,-.00092021702,.0023760139,.0010432778,.0024366037,-.0013307523,.0023720514,-.2843622,.0067548933,.0016299998,.0044717067,.0016139999,.0044696801,matched (3),.0023768607,.0024376921,.0023738223,.087616749,.0044743638,.004472285,.00092021702,1
.5,.5,1.6,.75,.25,1.42,.75,.25,.5,933,.037128568,.0024956495,.039091527,.0025695448,.037358794,.0024951373,-.118017,.0063159107,.0035060002,.0042066234,.0034940001,.00420309,matched (3),.0038741801,.0040976922,.0038908168,.020243924,.0042189155,.0042152982,.037128568,1
.5,.5,1.6,.75,.25,1.42,.75,.25,1.42,934,.071558788,.0020472361,.073426098,.0021145346,.072405808,.0020552566,.033375818,.0061664809,.002202,.0028120051,.0021919999,.0028091501,matched (3),.0071678963,.0075059263,.0072978577,.0072804261,.0028168538,.0028139551,.033375818,4
.5,.5,1.6,.75,.25,1.42,.25,.75,-1.42,935,-.036670286,.0022288738,-.034311883,.002295699,-.037673984,.0022275557,.060115062,.0050975839,.00028800027,.0033377989,.00028600023,.0033320801,matched (3),.0035735837,.0034730043,.0036468848,.0087114042,.0033378818,.0033321618,.034311883,2
.5,.5,1.6,.75,.25,1.42,.25,.75,-.5,936,-.00085363566,.0024005845,.0014813195,.0025026852,-.0012701453,.0023959286,.21688424,.0052012866,.0038040001,.0044725649,.0038000003,.004469316,matched (3),.0024013133,.0025048794,.0023975419,.052240059,.0044870353,.0044837561,.00085363566,1
.5,.5,1.6,.75,.25,1.42,.25,.75,.5,937,.036146425,.0024032113,.038424719,.0025207084,.036362354,.0024024884,.38391408,.0050145118,.003858,.0041229976,.003854,.004120369,matched (3),.0037097754,.0039971676,.0037247092,.15240453,.0041378816,.0041352222,.036146425,1
.5,.5,1.6,.75,.25,1.42,.25,.75,1.42,938,.070748471,.0022402881,.073018357,.0023467343,.071585707,.0022514022,.53373039,.0049911491,.001788,.0030915439,.001784,.0030895772,matched (3),.0072456342,.0076784147,.0073759155,.28985927,.0030947409,.0030927598,.070748471,1
.5,.5,1.6,.75,.25,1.42,.5,.5,-1.6,939,-.042358153,.0020854669,-.040108997,.002129562,-.043467116,.0020880164,-.20954391,.006304502,.00075600174,.0027724816,.00073200173,.0027689445,matched (3),.0038796801,.0037382937,.0039774063,.050213154,.0027730532,.0027694802,.040108997,2
.5,.5,1.6,.75,.25,1.42,.5,.5,1.6,940,.076800518,.0023311072,.078833543,.0024016344,.077764258,.0023520638,.32756189,.0062978002,.0010719999,.0027721836,.0010539999,.0027703953,matched (3),.008229427,.0086163618,.0083993431,.11359459,.0027733329,.0027715061,.076800518,1
.5,.5,1.6,.25,.75,-1.42,.75,.25,-1.42,941,-.068535604,.0022274705,-.066310614,.002273194,-.069390289,.0022265168,-.46295854,.0061218552,.00018099989,.003174731,.00017799986,.0031736179,matched (3),.0069245994,.0066702915,.0070415293,.22045247,.0031747639,.0031736495,.066310614,2
.5,.5,1.6,.25,.75,-1.42,.75,.25,-.5,942,-.033831909,.0026577075,-.031686932,.002691394,-.034108251,.0026530919,-.30841118,.0062437956,.00088300009,.0048436266,.00087600009,.0048407125,matched (3),.0038023056,.0036954556,.0038164647,.10136125,.0048444062,.0048414799,.031686932,2
.5,.5,1.6,.25,.75,-1.42,.75,.25,.5,943,.0042168754,.0026424853,.0063613174,.0026923111,.004581295,.0026443431,-.14206599,.0057914085,.0027590003,.004533852,.0027560005,.0045299237,matched (3),.0026602673,.0027327775,.0026653314,.025974153,.0045414641,.0045375191,.0042168754,1
.5,.5,1.6,.25,.75,-1.42,.75,.25,1.42,944,.038647093,.0022715754,.040695887,.0023137389,.039628308,.0022809913,.0093268342,.0057199434,.001455,.0032899857,.0014540001,.0032868618,matched (3),.0037651733,.0039698943,.0038513942,.0058069332,.0032921028,.0032889759,.0093268342,4
.5,.5,1.6,.25,.75,-1.42,.25,.75,-1.42,945,-.069581978,.0020317673,-.067042097,.0021293501,-.070451483,.0020290364,.036066078,.0046110074,-.00045899997,.0030950021,-.00045199995,.0030898247,matched (3),.006873419,.0066239927,.0069924477,.0059117693,.0030952129,.0030900289,.036066078,4
.5,.5,1.6,.25,.75,-1.42,.25,.75,-.5,946,-.033765327,.0022333551,-.031248892,.002361347,-.034047645,.0022287169,.19283526,.0047800541,.003057,.0044167936,.0030619998,.0044136448,matched (3),.0033734525,.0033378403,.003387959,.041965492,.0044261389,.0044230204,.031248892,2
.5,.5,1.6,.25,.75,-1.42,.25,.75,.5,947,.0032347341,.0023170793,.0056945076,.002458438,.0035848548,.0023175019,.3598651,.0046079825,.0031109999,.0042713494,.003116,.0042690961,matched (3),.0023275428,.0024908655,.002330353,.13411087,.0042810277,.0042788056,.0032347341,1
.5,.5,1.6,.25,.75,-1.42,.25,.75,1.42,948,.037836779,.0020902406,.040288143,.0022271313,.038808204,.0021052805,.5096814,.004725649,.001040999,.0032070437,.001045999,.0032054835,matched (3),.0035218624,.0038502656,.0036113572,.2645008,.0032081273,.0032065776,.037836779,1
.5,.5,1.6,.25,.75,-1.42,.5,.5,-1.6,949,-.075269848,.0021611832,-.072839215,.0022074154,-.076244615,.0021630493,-.2335929,.0058741118,8.9999194e-06,.0027580224,-6.0000639e-06,.0027547143,matched (3),.0078267334,.0075129666,.0079762908,.060439754,.0027580224,.0027547143,.072839215,2
.5,.5,1.6,.25,.75,-1.42,.5,.5,1.6,950,.043888826,.0023713931,.046103332,.0024462603,.044986755,.0023958641,.3035129,.0059480248,.00032499945,.0030759941,.00031599929,.003073809,matched (3),.004297622,.0045717778,.0044196723,.098068103,.0030760998,.0030739089,.043888826,1
.5,.5,1.6,.25,.75,-.5,.75,.25,-1.42,951,-.057822272,.0023917439,-.055663582,.0024492741,-.058720049,.0023911772,-.61937767,.0064357449,.00055800012,.0033207855,.0005480001,.0033186728,matched (3),.0057351589,.0055477084,.0058392212,.39006445,.0033210968,.0033189731,.055663582,2
.5,.5,1.6,.25,.75,-.5,.75,.25,-.5,952,-.023118576,.0027603763,-.021039903,.0028043911,-.023438012,.0027564734,-.46483031,.0065717576,.0012599998,.0049609998,.0012459998,.0049577085,matched (3),.0032948449,.0032470685,.0033058138,.22263898,.0049625873,.004959261,.021039903,2
.5,.5,1.6,.25,.75,-.5,.75,.25,.5,953,.014930208,.0027815024,.017008349,.0028402472,.015251535,.0027839178,-.2984851,.0061227111,.0031359999,.0046432745,.0031260001,.0046399436,matched (3),.0030044136,.0031295312,.003016527,.095216066,.0046531088,.0046497155,.014930208,1
.5,.5,1.6,.25,.75,-.5,.75,.25,1.42,954,.049360428,.0023916266,.051342919,.0024432191,.050298549,.0024021033,-.14709228,.0060395245,.0018319994,.0032895245,.0018239995,.0032872255,matched (3),.0048280787,.0050793146,.0049320473,.027675664,.0032928807,.0032905524,.049360428,1
.5,.5,1.6,.25,.75,-.5,.25,.75,-1.42,955,-.058868647,.0021244129,-.056395065,.0022168267,-.059781242,.0021226988,-.12035305,.0048134872,-.000082000246,.003181959,-.000082000195,.0031768945,matched (3),.0055899303,.0053972299,.0056964955,.019298345,.0031819658,.0031769013,.056395065,2
.5,.5,1.6,.25,.75,-.5,.25,.75,-.5,956,-.023051994,.0023542619,-.020601861,.0024752363,-.023377405,.0023500617,.036416136,.0050372081,.0034339998,.004504581,.0034320001,.0045008822,matched (3),.0028856564,.0028996731,.0028965648,.006363343,.0045163734,.0045126607,.020601861,2
.5,.5,1.6,.25,.75,-.5,.25,.75,.5,957,.013948067,.0024726572,.016341539,.0026066543,.014255095,.0024738912,.20344597,.0048262589,.0034879998,.0044091973,.0034859998,.0044075693,matched (3),.0026672059,.0028737001,.0026770991,.046216521,.0044213636,.0044197217,.013948067,1
.5,.5,1.6,.25,.75,-.5,.25,.75,1.42,958,.048550114,.0022255464,.050935175,.0023535278,.049478449,.0022408694,.35326231,.0049677733,.001418,.0032360172,.001416,.0032345804,matched (3),.0045826598,.0049479199,.0046889866,.12976202,.0032380279,.0032365855,.048550114,1
.5,.5,1.6,.25,.75,-.5,.5,.5,-1.6,959,-.064556517,.0022154725,-.062192183,.0022665777,-.065574378,.0022181021,-.39001203,.0061443574,.00038600009,.002801894,.00036400004,.0027977147,matched (3),.0063830162,.0061344453,.0065181013,.15825374,.002802043,.0027978471,.062192183,2
.5,.5,1.6,.25,.75,-.5,.5,.5,1.6,960,.054602161,.0025444939,.056750365,.0026215676,.055656996,.0025697022,.14709376,.0061347778,.00070199952,.003111454,.0006859994,.0031105815,matched (3),.0055258898,.0058421716,.0056674033,.027771352,.0031119469,.0031110521,.054602161,1
.5,.5,1.6,.25,.75,.5,.75,.25,-1.42,961,-.046253029,.002496673,-.044165805,.0025572453,-.047198128,.0024974905,-.7870214,.0068558529,.00046400051,.0033466804,.0004540006,.0033438276,matched (3),.0046360157,.0045078634,.0047251536,.62625855,.0033468958,.0033440336,.044165805,2
.5,.5,1.6,.25,.75,.5,.75,.25,-.5,962,-.011549334,.0028016958,-.0095421281,.0028474962,-.011916095,.002798788,-.63247401,.0069774953,.0011659999,.0048457137,.0011519999,.0048416834,matched (3),.0029350829,.0029385483,.0029407814,.40700087,.0048470735,.0048430106,.0095421281,2
.5,.5,1.6,.25,.75,.5,.75,.25,.5,963,.02649945,.0028833973,.028506123,.0029431174,.026773453,.0028847416,-.46612883,.0065120668,.0030420001,.0046166545,.003032,.0046134675,matched (3),.0035856182,.0037557164,.0036015594,.22378814,.0046259081,.0046226606,.02649945,1
.5,.5,1.6,.25,.75,.5,.75,.25,1.42,964,.060929671,.0024995462,.062840693,.0025536621,.06182047,.0025084983,-.31473598,.0063314834,.0017380001,.0032775584,.00173,.0032746724,matched (3),.0062119709,.0065026148,.0063302689,.10539022,.0032805791,.0032776652,.060929671,1
.5,.5,1.6,.25,.75,.5,.25,.75,-1.42,965,-.047299404,.0022516144,-.044897292,.0023378795,-.048259325,.0022513468,-.28799674,.0047855857,-.00017600071,.0032918737,-.0001760007,.003286127,matched (3),.0044888481,.0043536462,.0045803091,.087727711,.0032919047,.003286158,.044897292,2
.5,.5,1.6,.25,.75,.5,.25,.75,-.5,966,-.011482753,.0024200266,-.0091040861,.0025351886,-.011855488,.0024162633,-.13122757,.0049167941,.0033400003,.0044556037,.0033380003,.0044518821,matched (3),.0025518802,.002618073,.002556816,.022137469,.004466759,.0044630244,.0091040861,2
.5,.5,1.6,.25,.75,.5,.25,.75,.5,967,.025517309,.0024483497,.027839314,.0025780804,.025777012,.002448671,.035802275,.0047904719,.003394,.0042804661,.003392,.0042781793,matched (3),.0030994827,.0033531077,.0031131255,.0060722749,.0042919852,.0042896848,.025517309,1
.5,.5,1.6,.25,.75,.5,.25,.75,1.42,968,.060119353,.0022733125,.062432952,.002396463,.061000366,.002286366,.18561859,.0049421629,.0013240003,.003194198,.0013220003,.0031927139,matched (3),.005887649,.0062943366,.0060074106,.039396424,.003195951,.0031944616,.060119353,1
.5,.5,1.6,.25,.75,.5,.5,.5,-1.6,969,-.052987274,.0023653028,-.050694406,.0024139807,-.054052461,.0023696253,-.55765575,.0062629743,.00029200027,.0029193647,.00027000019,.002914658,matched (3),.0051729539,.0049839034,.0052912938,.31724292,.0029194499,.0029147309,.050694406,2
.5,.5,1.6,.25,.75,.5,.5,.5,1.6,970,.0661714,.0026468674,.068248138,.0027228545,.067178912,.0026706504,-.020549936,.0062907171,.00060800026,.0031108148,.00059200032,.0031102952,matched (3),.0070255217,.007380663,.0071836566,.0067130169,.0031111846,.0031106456,.020549936,4
.5,.5,1.6,.25,.75,1.42,.75,.25,-1.42,971,-.035356466,.0022069919,-.033338659,.0022667982,-.036344729,.0022087588,-.93711036,.0068926816,.00070600014,.0031500056,.00069600012,.0031482745,matched (3),.0034570715,.0033782644,.0035296981,.88506854,.0031505041,.003148759,.033338659,2
.5,.5,1.6,.25,.75,1.42,.75,.25,-.5,972,-.00065277453,.0025154687,.0012850177,.0025611073,-.0010626969,.0025126911,-.78256303,.0070055444,.0014079995,.0046009123,.0013939996,.0045976969,matched (3),.0025158948,.0025627585,.0025138203,.61941046,.0046028947,.0045996401,.00065277453,1
.5,.5,1.6,.25,.75,1.42,.75,.25,.5,973,.03739601,.0026447361,.039333269,.0027056944,.037626851,.0026443468,-.61621779,.0065246136,.0032839999,.0044024684,.0032739998,.0043979222,matched (3),.0040431977,.0042528003,.0040601268,.38624898,.0044132532,.0044086413,.03739601,1
.5,.5,1.6,.25,.75,1.42,.75,.25,1.42,974,.071826227,.0022702781,.073667839,.0023247628,.072673865,.0022770739,-.46482497,.0062485649,.0019799999,.0030724178,.0019720001,.0030686299,matched (3),.007429285,.0077517135,.0075585647,.22231083,.0030763382,.0030725186,.071826227,1
.5,.5,1.6,.25,.75,1.42,.25,.75,-1.42,975,-.03640284,.0020667424,-.034070145,.0021376356,-.037405927,.0020676919,-.43808573,.0047851857,.000066000102,.0031350043,.000066000044,.0031298096,matched (3),.0033919092,.0032984104,.0034668953,.1967043,.0031350087,.0031298141,.034070145,2
.5,.5,1.6,.25,.75,1.42,.25,.75,-.5,976,-.0005861923,.0022718946,.0017230595,.0023729543,-.0010020892,.0022684974,-.28131655,.0048318342,.0035819998,.004343261,.0035799998,.00433941,matched (3),.0022722383,.0023759231,.0022695016,.083970837,.0043560918,.0043522264,.0005861923,1
.5,.5,1.6,.25,.75,1.42,.25,.75,.5,977,.036413871,.0022645001,.038666461,.0023777261,.036630411,.0022643469,-.11428672,.0047810976,.003636,.0040394901,.003634,.004036305,matched (3),.0035904702,.0038728213,.0036061339,.017842552,.0040527107,.0040495112,.036413871,1
.5,.5,1.6,.25,.75,1.42,.25,.75,1.42,978,.071015917,.0021125837,.073260099,.0022191091,.071853764,.0021231947,.035529602,.0048677791,.001566,.0029980082,.001564,.0029954102,matched (3),.007155844,.0075861514,.0072861584,.0061301319,.0030004606,.0029978564,.035529602,4
.5,.5,1.6,.25,.75,1.42,.5,.5,-1.6,979,-.04209071,.002146252,-.03986726,.0021848758,-.043199059,.0021514758,-.70774472,.0062314225,.00053400028,.0027843085,.00051200052,.0027810917,matched (3),.0039178799,.0037742741,.0040176343,.50713402,.0027845937,.0027813539,.03986726,2
