p_0,p_1,alpha_2,mu0_0,mu0_1,beta_2,mu1_0,mu1_1,gamma_2,count,bias_RA,var_RA,bias_IPW,var_IPW,bias_AIPW,var_AIPW,bias_IPWRA,var_IPWRA,bias_NNMATCH,var_NNMATCH,bias_PSMATCH,var_PSMATCH,_merge,MSE_RA,MSE_IPW,MSE_AIPW,MSE_IPWRA,MSE_NNMATCH,MSE_PSMATCH,min_absbias,minimizing_absbias
.25,.75,-.5,.75,.25,.5,.75,.25,.5,523,-.005192501,.0020423182,-.012647619,.002151924,-.0085328938,.0020574545,-.019201737,.0081577143,-.00035599995,.0028250769,-.00039399997,.0028221977,matched (3),.0020692802,.0023118863,.0021302649,.0085264212,.0028252036,.002822353,.005192501,1
.25,.75,-.5,.75,.25,.5,.75,.25,1.42,524,-.014279453,.0018429511,-.016897965,.0019771322,-.013866275,.0018813433,.13933899,.0077759889,-.000558,.0025803987,-.00057799998,.0025749051,matched (3),.0020468538,.0022626733,.002073617,.027191341,.00258071,.0025752392,.013866275,3
.25,.75,-.5,.75,.25,.5,.25,.75,-1.42,525,.014029482,.0019862554,.0013979417,.0020850734,.0027594548,.0020245186,.15193075,.0074389409,-.0011880002,.0028875442,-.0012220001,.0028808019,matched (3),.0021830818,.0020870275,.0020321331,.030521894,.0028889556,.0028822953,.0013979417,2
.25,.75,-.5,.75,.25,.5,.25,.75,-.5,526,.0045795627,.0021558097,-.003250215,.0022303793,-.0029620882,.0021732796,.31111643,.0074689221,-.0012959999,.0029359569,-.0013439999,.00292864,matched (3),.0021767821,.0022409433,.0021820536,.10426235,.0029376366,.0029304463,.0029620882,3
.25,.75,-.5,.75,.25,.5,.25,.75,.5,527,-.0054960633,.0021029939,-.0080827344,.0021855785,-.0089650918,.0021278511,.48060054,.0071058813,-.0012280002,.002839322,-.0012700001,.002830294,matched (3),.0021332006,.0022509091,.002208224,.23808275,.00284083,.0028319068,.0054960633,1
.25,.75,-.5,.75,.25,.5,.25,.75,1.42,528,-.014349742,.0019015415,-.012097949,.0019936475,-.014037874,.0019399531,.63253981,.006861907,-.00098399993,.0025119961,-.0010200001,.0025056968,matched (3),.0021074566,.0021400079,.0021370149,.4069685,.0025129644,.0025067371,.012097949,2
.25,.75,-.5,.75,.25,.5,.5,.5,-1.6,529,.015722947,.0017753209,-.00031028272,.0018895583,.0037636827,.0018138904,-.12589568,.0080571668,-.0014940002,.0026743822,-.0015340003,.0026692299,matched (3),.0020225318,.0018896546,.0018280557,.023906888,.0026766143,.0026715831,.00031028272,2
.25,.75,-.5,.75,.25,.5,.5,.5,1.6,530,-.017220251,.0019124486,-.016433161,.0020388414,-.016126789,.0019653295,.42643651,.0075378045,-.0017959998,.0026818251,-.0018299998,.0026758707,matched (3),.0022089856,.0023088902,.0022254027,.18938591,.0026850507,.0026792195,.016126789,3
.25,.75,-.5,.75,.25,1.42,.75,.25,-1.42,531,.015389157,.0014786095,-.0087732878,.0015914876,-.0058414652,.0015370887,-.51023304,.0080269631,-.00098999927,.0020365778,-.0010399993,.0020344444,matched (3),.0017154356,.0016684581,.0015712114,.26836473,.0020375578,.0020355259,.0058414652,3
.25,.75,-.5,.75,.25,1.42,.75,.25,-.5,532,.0060139173,.0016672648,-.01329836,.0017849458,-.01143655,.0017426523,-.3479709,.0081075514,-.00059600011,.0022184285,-.00064200012,.0022153168,matched (3),.0017034321,.0019617921,.001873447,.12919129,.0022187838,.0022157289,.0060139173,1
.25,.75,-.5,.75,.25,1.42,.75,.25,.5,533,-.0039699501,.0017049976,-.017998822,.001843014,-.017305678,.0018125667,-.17388989,.0078214677,-.00019600001,.0022857941,-.00024400002,.0022848132,matched (3),.0017207582,.0021669716,.0021120531,.03805916,.0022858325,.0022848728,.0039699501,1
.25,.75,-.5,.75,.25,1.42,.75,.25,1.42,534,-.013056902,.0014941356,-.022249168,.0016452599,-.022639057,.0016290916,-.015349162,.0074190213,-.00039800006,.0020299621,-.00042800003,.002027788,matched (3),.0016646183,.0021402854,.0021416184,.007654618,.0020301205,.0020279712,.013056902,1
.25,.75,-.5,.75,.25,1.42,.25,.75,-1.42,535,.015252035,.001624346,-.0039532599,.0017314669,-.0060133268,.0017255053,-.0027573949,.0073488457,-.0010280003,.0023085214,-.0010720004,.0023075591,matched (3),.0018569706,.0017470951,.0017616655,.007356449,.0023095782,.0023087084,.0027573949,4
.25,.75,-.5,.75,.25,1.42,.25,.75,-.5,536,.0058021145,.0017950147,-.0086014178,.0018772914,-.011734871,.001883423,.15642828,.0073348382,-.0011359996,.0023573271,-.0011939995,.0023556061,matched (3),.0018286792,.0019512757,.0020211302,.031804644,.0023586177,.0023570317,.0058021145,1
.25,.75,-.5,.75,.25,1.42,.25,.75,.5,537,-.0042735115,.0017502361,-.013433938,.0018338424,-.017737875,.0018601308,.32591239,.0070039821,-.0010680001,.0022806565,-.0011200001,.002276731,matched (3),.001768499,.0020143131,.002174763,.11322287,.0022817971,.0022779854,.0042735115,1
.25,.75,-.5,.75,.25,1.42,.25,.75,1.42,538,-.013127191,.0015908174,-.017449152,.0016805754,-.022810657,.0017300237,.47785166,.0066624782,-.00082399993,.0019999817,-.00086999999,.001998893,matched (3),.0017631405,.0019850484,.0022503496,.23500469,.0020006606,.0019996499,.013127191,1
.25,.75,-.5,.75,.25,1.42,.5,.5,-1.6,539,.016945502,.001434902,-.0056614843,.0015582864,-.0050090989,.0015289974,-.28058383,.0078209052,-.0013339998,.0021394817,-.0013839997,.0021383441,matched (3),.001722052,.0015903388,.0015540886,.086548187,.0021412612,.0021402596,.0050090989,3
.25,.75,-.5,.75,.25,1.42,.5,.5,1.6,540,-.015997699,.0015509533,-.021784363,.0016766643,-.024899574,.0016983743,.27174836,.0072951075,-.001636,.0021014756,-.00168,.0020995424,matched (3),.0018068796,.0021512229,.0023183632,.081142284,.002104152,.0021023648,.015997699,1
.25,.75,-.5,.25,.75,-1.42,.75,.25,-1.42,541,.013488779,.0015037699,-.0032071769,.0015430795,.022619424,.0016075036,-.51193488,.0050465586,-.00069099996,.0019313683,-.00073399994,.0019307644,matched (3),.001685717,.0015533655,.0021191421,.26712388,.0019318458,.0019313032,.0032071769,2
.25,.75,-.5,.25,.75,-1.42,.75,.25,-.5,542,.0041135415,.0017588699,-.0077322475,.0018547929,.017024342,.0018467258,-.34967273,.0051609343,-.00029699979,.0023189215,-.00033599974,.0023179206,matched (3),.0017757911,.0019145806,.0021365541,.12743196,.0023190097,.0023180335,.0041135415,1
.25,.75,-.5,.25,.75,-1.42,.75,.25,.5,543,-.0058703255,.001822284,-.012432709,.0019723235,.011155214,.0018997911,-.17559172,.0049848375,.00010300022,.0023705326,.000062000152,.0023702502,matched (3),.0018567446,.0021268958,.0020242298,.035817292,.0023705433,.0023702541,.0058703255,1
.25,.75,-.5,.25,.75,-1.42,.75,.25,1.42,544,-.01495728,.0016675828,-.016683057,.0018746348,.0058218311,.0017470242,-.017051,.0049040909,-.000099000332,.0021993131,-.00012200075,.0021973534,matched (3),.001891303,.0021529591,.001780918,.0051948274,.0021993229,.0021973683,.0058218311,3
.25,.75,-.5,.25,.75,-1.42,.25,.75,-1.42,545,.013351658,.0014129174,.0016128515,.0014644844,.022447562,.0015176925,-.0044592316,.0045215692,-.00072899996,.0018745448,-.00076599995,.0018740548,matched (3),.0015911842,.0014670857,.0020215856,.0045414539,.0018750762,.0018746415,.0016128515,2
.25,.75,-.5,.25,.75,-1.42,.25,.75,-.5,546,.0039017387,.00163954,-.0030353048,.0016962512,.016726019,.0017175948,.15472643,.0044933935,-.00083699997,.0021415481,-.00088800007,.0021429183,matched (3),.0016547635,.0017054643,.0019973544,.028433662,.0021422487,.0021437069,.0030353048,2
.25,.75,-.5,.25,.75,-1.42,.25,.75,.5,547,-.0061738878,.0016356446,-.0078678252,.0017507985,.010723016,.0016953081,.32421055,.0043513342,-.00076899998,.0021671483,-.00081399997,.0021664668,matched (3),.0016737615,.0018127012,.0018102912,.10946382,.0021677397,.0021671294,.0061738878,1
.25,.75,-.5,.25,.75,-1.42,.25,.75,1.42,548,-.015027569,.0014180839,-.011883042,.0016003225,.0056502321,.0014692276,.47614983,.0041587781,-.00052500068,.0018818248,-.00056400057,.001880953,matched (3),.0016439117,.0017415292,.0015011528,.23087743,.0018821005,.001881271,.0056502321,3
.25,.75,-.5,.25,.75,-1.42,.5,.5,-1.6,549,.015045122,.001406046,-.000095374024,.0014666247,.02345179,.0015174304,-.28228566,.0049516358,-.0010350001,.0019312658,-.0010780001,.0019318061,matched (3),.0016324017,.0014666338,.0020674169,.08463683,.0019323371,.0019329682,.000095374024,2
.25,.75,-.5,.25,.75,-1.42,.5,.5,1.6,550,-.017898077,.0015268392,-.016218252,.0017469116,.0035613151,.0016035624,.27004653,.0049135806,-.0013369997,.0021065711,-.0013740002,.00210465,matched (3),.0018471804,.0020099434,.0016162454,.077838711,.0021083588,.0021065378,.0035613151,3
.25,.75,-.5,.25,.75,-.5,.75,.25,-1.42,551,.013779003,.0019435689,-.0094050141,.0020716232,.013126838,.0019472599,-.67725939,.0057286629,-.0015349998,.0026814183,-.0015939998,.0026796223,matched (3),.0021334297,.0021600774,.0021195738,.46440893,.0026837746,.0026821631,.0094050141,2
.25,.75,-.5,.25,.75,-.5,.75,.25,-.5,552,.0044037644,.0022110573,-.013930084,.0023918452,.0075317547,.0022074648,-.51499718,.0057380511,-.001141,.0030208766,-.001196,.0030199643,matched (3),.0022304505,.0025858926,.0022641921,.27096015,.0030221785,.0030213948,.0044037644,1
.25,.75,-.5,.25,.75,-.5,.75,.25,.5,553,-.0055801016,.0022622861,-.018630546,.00249148,.0016626276,.0022570237,-.34091619,.0055772834,-.00074099965,.0030800309,-.00079799967,.0030802586,matched (3),.0022934237,.0028385771,.0022597881,.12180113,.0030805799,.0030808954,.0016626276,3
.25,.75,-.5,.25,.75,-.5,.75,.25,1.42,554,-.014667056,.0020702644,-.022880891,.0023564175,-.0036707539,.0020811709,-.18237546,.0053224601,-.00094300049,.0028406861,-.00098200049,.0028383583,matched (3),.0022853869,.0028799528,.0020946453,.038583267,.0028415753,.0028393227,.0036707539,3
.25,.75,-.5,.25,.75,-.5,.25,.75,-1.42,555,.013641881,.0017800033,-.0045849853,.0019121001,.012954975,.0018009477,-.1697837,.0049831071,-.0015730001,.0025494667,-.0016260002,.0025493214,matched (3),.0019661041,.0019331222,.0019687791,.03380961,.002551941,.0025519652,.0045849853,2
.25,.75,-.5,.25,.75,-.5,.25,.75,-.5,556,.0041919616,.0020237942,-.0092331413,.0021589012,.007233433,.0020248676,-.010598026,.0049554766,-.0016810001,.0027668192,-.0017480002,.0027675156,matched (3),.0020413666,.0022441521,.0020771902,.0050677946,.0027696451,.002770571,.0041919616,1
.25,.75,-.5,.25,.75,-.5,.25,.75,.5,557,-.0058836644,.0020086768,-.014065661,.0021925075,.0012304293,.0019998786,.15888608,.0047504944,-.0016129998,.0027662872,-.0016739997,.0027641801,matched (3),.0020432943,.0023903502,.0020013924,.029995279,.0027688891,.0027669824,.0012304293,3
.25,.75,-.5,.25,.75,-.5,.25,.75,1.42,558,-.014737343,.0017893312,-.018080877,.0020359389,-.0038423529,.0017861833,.31082538,.0045887912,-.0013690003,.0024968241,-.0014240004,.0024961352,matched (3),.0020065205,.0023628571,.001800947,.10120121,.0024986982,.0024981629,.0038423529,3
.25,.75,-.5,.25,.75,-.5,.5,.5,-1.6,559,.015335346,.0017578236,-.0062932107,.001906918,.013959203,.0017827887,-.44761014,.0055830986,-.001879,.0026295229,-.001938,.0026297744,matched (3),.0019929965,.0019465225,.0019776481,.20593794,.0026330536,.0026335302,.0062932107,2
.25,.75,-.5,.25,.75,-.5,.5,.5,1.6,560,-.017607853,.0019302779,-.022416089,.0022165549,-.0059312703,.001942772,.10472208,.0052803811,-.0021810005,.0027578431,-.0022340005,.0027567293,matched (3),.0022403144,.0027190361,.001977952,.016247094,.0027625998,.00276172,.0059312703,3
.25,.75,-.5,.25,.75,.5,.75,.25,-1.42,561,.014540297,.002026926,-.015754415,.0022746495,.0031789357,.0020187963,-.85551864,.0065062651,-.0023439997,.002822723,-.0024139998,.0028239575,matched (3),.0022383463,.0025228511,.0020289018,.7384184,.0028282173,.0028297848,.0031789357,3
.25,.75,-.5,.25,.75,.5,.75,.25,-.5,562,.0051650573,.002286382,-.020279488,.0025802641,-.0024161483,.0022843666,-.69325644,.0064572548,-.0019500002,.0031581945,-.0020160002,.0031594001,matched (3),.0023130598,.0029915217,.0022902044,.48706174,.0031619971,.0031634644,.0024161483,3
.25,.75,-.5,.25,.75,.5,.75,.25,.5,563,-.0048188088,.0023629621,-.024979949,.0027143518,-.0082852747,.0023814482,-.51917547,.0060516116,-.0015499999,.0031995231,-.001618,.0032023555,matched (3),.002386183,.0033383495,.0024500939,.27559477,.0032019257,.0032049734,.0048188088,1
.25,.75,-.5,.25,.75,.5,.75,.25,1.42,564,-.013905761,.0021507931,-.029230295,.0025495624,-.013618656,.002191169,-.36063471,.0057573193,-.0017519997,.0029311087,-.0018019998,.0029320596,matched (3),.0023441634,.0034039726,.0023766367,.13581471,.0029341781,.0029353069,.013618656,3
.25,.75,-.5,.25,.75,.5,.25,.75,-1.42,565,.014403175,.0019406233,-.010934389,.0021766163,.0030070725,.0019571371,-.34804296,.0055410406,-.0023820002,.0027829106,-.0024460002,.0027856652,matched (3),.0021480748,.0022961772,.0019661796,.12667495,.0027885844,.002791648,.0030070725,3
.25,.75,-.5,.25,.75,.5,.25,.75,-.5,566,.0049532549,.0021426203,-.015582545,.0023825944,-.0027144693,.002151665,-.18885729,.0053565702,-.0024899996,.0029318864,-.0025679998,.002933427,matched (3),.002167155,.00262541,.0021590334,.041023646,.0029380864,.0029400217,.0027144693,3
.25,.75,-.5,.25,.75,.5,.25,.75,.5,567,-.005122371,.0020225691,-.020415064,.0023061149,-.0087174736,.0020358982,-.019373186,.0050487057,-.002422,.0027952658,-.0024940001,.0027956234,matched (3),.0020488077,.0027228897,.0021118924,.0054240259,.0028011319,.0028018435,.005122371,1
.25,.75,-.5,.25,.75,.5,.25,.75,1.42,568,-.01397605,.0018338215,-.024430279,.002165271,-.013790255,.001857659,.13256611,.0049212431,-.0021780001,.0025334964,-.0022439999,.0025347776,matched (3),.0020291514,.0027621095,.00204783,.022495016,.00253824,.0025398131,.013790255,3
.25,.75,-.5,.25,.75,.5,.5,.5,-1.6,569,.01609664,.0019077313,-.012642613,.0021696384,.0040113018,.0019295071,-.62586939,.006330695,-.0026880002,.0028456186,-.0027580003,.0028489025,matched (3),.002166833,.0023294741,.0019455977,.39804319,.0028528441,.0028565091,.0040113018,3
.25,.75,-.5,.25,.75,.5,.5,.5,1.6,570,-.016846558,.002019936,-.02876549,.0023948818,-.015879171,.0020553598,-.073537193,.0055749915,-.0029899997,.002808565,-.0030539997,.0028109769,matched (3),.0023037426,.0032223351,.0023075079,.01098271,.002817505,.0028203039,.015879171,3
.25,.75,-.5,.25,.75,1.42,.75,.25,-1.42,571,.016692031,.001750121,-.020081548,.0020807136,-.0045618946,.0017863228,-1.0159739,.0072458978,-.00050399895,.002332902,-.00059599936,.002331997,matched (3),.0020287449,.0024839821,.0018071337,1.0394489,.0023331561,.0023323523,.0045618946,3
.25,.75,-.5,.25,.75,1.42,.75,.25,-.5,572,.0073167915,.0019917549,-.024606621,.0023654532,-.01015698,.0020499602,-.85371178,.0072495183,-.0001100008,.0026523501,-.00019800085,.0026517494,matched (3),.0020452903,.002970939,.0021531244,.73607332,.0026523622,.0026517885,.0073167915,1
.25,.75,-.5,.25,.75,1.42,.75,.25,.5,573,-.0026670753,.0020451078,-.029307082,.0024863302,-.016026108,.0021469691,-.67963076,.0067411801,.00029000011,.0027181935,.00020000016,.0027192943,matched (3),.002052221,.0033452353,.0024038053,.46863914,.0027182775,.0027193343,.0026670753,1
.25,.75,-.5,.25,.75,1.42,.75,.25,1.42,574,-.011754028,.0018577392,-.03355743,.0023474044,-.021359487,.0019941549,-.52109003,.0063143019,.000088000044,.0025169784,.000016000002,.0025170355,matched (3),.0019958965,.0034735054,.0024503826,.27784911,.0025169861,.0025170357,.011754028,1
.25,.75,-.5,.25,.75,1.42,.25,.75,-1.42,575,.016554911,.0016528477,-.015261521,.0019664792,-.0047337562,.0017363176,-.50849825,.0061766976,-.00054199988,.0023621889,-.0006279996,.0023603986,matched (3),.0019269128,.0021993932,.0017587261,.26474717,.0023624827,.0023607931,.0047337562,3
.25,.75,-.5,.25,.75,1.42,.25,.75,-.5,576,.0071049896,.001864378,-.019909678,.0021758252,-.010455301,.0019422441,-.3493126,.0058651813,-.00064999994,.0025124124,-.00075000006,.0025111106,matched (3),.0019148588,.0025722205,.0020515574,.12788448,.002512835,.0025116731,.0071049896,1
.25,.75,-.5,.25,.75,1.42,.25,.75,.5,577,-.0029706371,.0017504569,-.024742199,.002104898,-.016458305,.0018504475,-.17982851,.0056080464,-.00058200012,.0023779855,-.00067600003,.0023768933,matched (3),.0017592815,.0027170745,.0021213233,.03794634,.0023783243,.0023773503,.0029706371,1
.25,.75,-.5,.25,.75,1.42,.25,.75,1.42,578,-.011824316,.0015958005,-.028757412,.0020072376,-.021531086,.0017312856,-.027889211,.0053773257,-.00033800001,.0020973561,-.00042599998,.0020975685,matched (3),.001735615,.0028342265,.0021948733,.0061551337,.0020974705,.0020977498,.011824316,1
.25,.75,-.5,.25,.75,1.42,.5,.5,-1.6,579,.018248376,.0016404003,-.016969746,.0019824717,-.0037295285,.001719267,-.78632468,.0070475545,-.0008479986,.0023849509,-.00093999866,.0023854664,matched (3),.0019734034,.0022704441,.0017331764,.62535405,.0023856701,.00238635,.0037295285,3
.25,.75,-.5,.25,.75,1.42,.5,.5,1.6,580,-.014694824,.0017211462,-.033092625,.0021817356,-.023620004,.0018645226,-.2339925,.0061187665,-.0011499999,.0023497522,-.001236,.0023505914,matched (3),.001937084,.0032768575,.0024224271,.060871258,.0023510747,.002352119,.014694824,1
.25,.75,-.5,.5,.5,-1.6,.75,.25,-1.42,581,.01306777,.0014985823,.0040851724,.0015717238,.024242526,.0016813072,-.25005952,.0065990426,-.0013829998,.0020607575,-.0013919998,.0020645186,matched (3),.0016693489,.0015884124,.0022690073,.069128804,.0020626702,.0020664562,.0040851724,2
.25,.75,-.5,.5,.5,-1.6,.75,.25,-.5,582,.003692532,.0017388966,-.00043989817,.0018373539,.018647444,.001893066,-.087797344,.0068319915,-.00098899996,.0024294658,-.00099399989,.0024322604,matched (3),.0017525314,.0018375474,.0022407931,.014540365,.0024304439,.0024332486,.00043989817,2
.25,.75,-.5,.5,.5,-1.6,.75,.25,.5,583,-.0062913359,.0018207764,-.0051403609,.0019558724,.012778315,.0019564065,.086283669,.0068037072,-.00058900041,.0025030153,-.00059600058,.0025067518,matched (3),.0018603572,.0019822957,.0021196918,.014248579,.0025033623,.0025071071,.0051403609,2
.25,.75,-.5,.5,.5,-1.6,.75,.25,1.42,584,-.01537829,.0016269934,-.0093907081,.001811251,.0074449335,.001763862,.24482439,.0066635031,-.00079100078,.0022712734,-.00078000082,.0022730939,matched (3),.0018634852,.0018994365,.0018192891,.066602491,.002271899,.0022737023,.0074449335,3
.25,.75,-.5,.5,.5,-1.6,.25,.75,-1.42,585,.012930648,.001629672,.0089052003,.0017400578,.024070665,.0018251657,.25741616,.0060258792,-.001421,.002230563,-.0014239999,.0022323134,matched (3),.0017968736,.0018193604,.0024045627,.07228896,.0022325823,.0022343411,.0089052003,2
.25,.75,-.5,.5,.5,-1.6,.25,.75,-.5,586,.0034807292,.0018835657,.0042570438,.0019925963,.018349122,.0020478619,.41660184,.0060921567,-.001529,.0025072801,-.0015460001,.0025095651,matched (3),.0018956811,.0020107187,.0023845523,.17964925,.0025096179,.0025119551,.0034807292,1
.25,.75,-.5,.5,.5,-1.6,.25,.75,.5,587,-.0065948972,.0017782381,-.00057547598,.0019208153,.012346118,.0019139897,.58608592,.005884117,-.0014610001,.0024432801,-.001472,.0024450179,matched (3),.0018217308,.0019211465,.0020664162,.34938082,.0024454147,.0024471846,.00057547598,2
.25,.75,-.5,.5,.5,-1.6,.25,.75,1.42,588,-.015448578,.001588914,-.004590692,.0017694383,.0072733345,.0017042867,.73802525,.0057608308,-.0012170009,.0021518397,-.0012220012,.0021541556,matched (3),.0018275725,.0017905127,.0017571881,.5504421,.0021533207,.002155649,.004590692,2
.25,.75,-.5,.5,.5,-1.6,.5,.5,-1.6,589,.014624113,.0014958218,.0071969754,.0015943564,.025074892,.0016856603,-.020410277,.00652098,-.001727,.0021306211,-.0017360001,.0021344572,matched (3),.0017096865,.0016461528,.0023144106,.0069375592,.0021336037,.002137471,.0071969754,2
.25,.75,-.5,.5,.5,-1.6,.5,.5,1.6,590,-.018319085,.0015909011,-.0089259027,.001794798,.0051844185,.0017291703,.53192192,.0065216827,-.0020289999,.0023054557,-.0020319999,.0023084609,matched (3),.00192649,.0018744697,.0017560485,.28946263,.0023095727,.0023125899,.0051844185,3
.25,.75,-.5,.5,.5,1.6,.75,.25,-1.42,591,.015228805,.0016665449,-.016672118,.0018991635,-.0080850078,.0017494026,-.80600858,.008383709,-.0017479999,.0021902348,-.0017860001,.0021936719,matched (3),.0018984615,.002177123,.0018147699,.65803355,.0021932903,.0021968617,.0080850078,3
.25,.75,-.5,.5,.5,1.6,.75,.25,-.5,592,.0058535668,.0018294808,-.021197191,.0020794184,-.013680092,.0019299332,-.64374644,.0083150901,-.0013540001,.0024236371,-.0013879999,.0024259638,matched (3),.001863745,.0025287394,.0021170781,.42272457,.0024254704,.0024278902,.0058535668,1
.25,.75,-.5,.5,.5,1.6,.75,.25,.5,593,-.0041303006,.0018427997,-.025897652,.0021446983,-.019549221,.0019906941,-.46966541,.0080109341,-.0009540004,.002469026,-.00099000032,.0024725772,matched (3),.0018598591,.0028153867,.002372866,.22859652,.0024699362,.0024735574,.0041303006,1
.25,.75,-.5,.5,.5,1.6,.75,.25,1.42,594,-.013217253,.0016738384,-.030147998,.0020074376,-.024882602,.0018562269,-.31112468,.0074593793,-.0011560001,.0022418052,-.0011740001,.0022434623,matched (3),.0018485341,.0029163393,.0024753709,.10425795,.0022431416,.0022448406,.013217253,1
.25,.75,-.5,.5,.5,1.6,.25,.75,-1.42,595,.015091685,.0016368417,-.01185209,.0018675448,-.0082568703,.0017747009,-.2985329,.0075445129,-.0017859997,.0022951239,-.0018179998,.0022970873,matched (3),.0018646006,.0020080169,.0018428769,.096666411,.0022983137,.0023003924,.0082568703,3
.25,.75,-.5,.5,.5,1.6,.25,.75,-.5,596,.0056417645,.0018345081,-.016500248,.002050845,-.013978414,.0019646608,-.13934724,.0073018824,-.0018939998,.0023952487,-.0019399998,.0023963775,matched (3),.0018663376,.0023231031,.002160057,.026719537,.002398836,.0024001412,.0056417645,1
.25,.75,-.5,.5,.5,1.6,.25,.75,.5,597,-.0044338624,.001784293,-.021332769,.0020293123,-.019981418,.0019435119,.030136859,.006956256,-.0018260001,.0023425799,-.001866,.0023426048,matched (3),.0018039522,.0024843994,.0023427689,.0078644864,.0023459143,.0023460868,.0044338624,1
.25,.75,-.5,.5,.5,1.6,.25,.75,1.42,598,-.013287541,.001611696,-.025347982,.0018871776,-.0250542,.0018053865,.18207616,.0066668219,-.0015820001,.0020352667,-.0016160001,.0020368006,matched (3),.0017882547,.0025296977,.0024330993,.039818548,.0020377694,.002039412,.013287541,1
.25,.75,-.5,.5,.5,1.6,.5,.5,-1.6,599,.01678515,.0015615565,-.013560316,.0018102758,-.0072526429,.0016888687,-.57635933,.0083822301,-.0020919989,.0022781417,-.0021299995,.0022814851,matched (3),.0018432977,.0019941579,.0017414696,.3405723,.0022825182,.0022860221,.0072526429,3
.25,.75,-.5,.5,.5,1.6,.5,.5,1.6,600,-.01615805,.0016482411,-.029683193,.0019616426,-.027143117,.0018465297,-.024027146,.0073638498,-.0023940001,.0021874164,-.0024259998,.0021892963,matched (3),.0019093236,.0028427346,.0025832786,.0079411538,.0021931475,.0021951818,.01615805,1
.25,.75,.5,.75,.25,-1.42,.75,.25,-1.42,601,-.010677751,.0014744251,-.00020819942,.0015303504,-.019869776,.0015885687,.011388923,.0075925556,.0017500001,.002003452,.001758,.0020044192,matched (3),.0015884395,.0015303937,.0019833767,.0077222632,.0020065145,.0020075098,.00020819942,2
.25,.75,.5,.75,.25,-1.42,.75,.25,-.5,602,-.012637318,.0018505333,.0045149559,.0019129938,-.011990079,.0018781358,.16227987,.0077359858,.001224,.0026707652,.0012540001,.0026726406,matched (3),.0020102351,.0019333786,.0020218978,.034070745,.0026722634,.0026742131,.0045149559,2
.25,.75,.5,.75,.25,-1.42,.75,.25,.5,603,-.013571981,.0018956893,.010849639,.0020391776,-.0023023072,.0018980174,.32470658,.0073415851,.0004500002,.0027444914,.00048000008,.0027448484,matched (3),.002079888,.0021568923,.001903318,.11277595,.002744694,.0027450789,.0023023072,3
.25,.75,.5,.75,.25,-1.42,.75,.25,1.42,604,-.014056438,.0016313466,.016926948,.0018423123,.0069012591,.0016752607,.47413334,.0072472617,.0011929993,.0023786353,.0012239992,.002379739,matched (3),.0018289301,.0021288339,.0017228881,.23204969,.0023800586,.0023812372,.0069012591,3
.25,.75,.5,.75,.25,-1.42,.25,.75,-1.42,605,-.011170886,.0017786428,-.012782343,.0018788108,-.020436717,.0019078236,.52116781,.006238177,.0015469999,.0023712774,.001557,.0023750428,matched (3),.0019034315,.002042199,.0023254831,.27785406,.0023736707,.002377467,.011170886,1
.25,.75,.5,.75,.25,-1.42,.25,.75,-.5,606,-.012341207,.0021101472,-.0073831617,.0021597187,-.011906675,.0021329895,.66717422,.0060715512,.0013330003,.002911777,.0013290003,.0029182581,matched (3),.0022624526,.0022142297,.0022747584,.451193,.002913554,.0029200243,.0073831617,2
.25,.75,.5,.75,.25,-1.42,.25,.75,.5,607,-.014056989,.0019718001,-.0019930531,.0020332981,-.0030859436,.0019902976,.82456058,.0057224887,.0002650001,.0027989186,.00024900003,.0028018362,matched (3),.0021693991,.0020372705,.0019998206,.68562263,.0027989889,.0028018982,.0019930531,2
.25,.75,.5,.75,.25,-1.42,.25,.75,1.42,608,-.014975064,.0017357353,.0037994271,.0017858037,.0058115874,.001784386,.96579731,.0054171579,.00058800064,.0022372059,.00057200051,.002239093,matched (3),.0019599879,.0018002393,.0018181605,.93818158,.0022375516,.0022394201,.0037994271,2
.25,.75,.5,.75,.25,-1.42,.5,.5,-1.6,609,-.010525476,.0015784291,-.0072741061,.0016727777,-.021601547,.001764384,.24681111,.0074347155,.00092900003,.0021807521,.00092100003,.0021826781,matched (3),.0016892147,.0017256903,.0022310107,.068350434,.0021816152,.0021835263,.0072741061,2
.25,.75,.5,.75,.25,-1.42,.5,.5,1.6,610,-.016107872,.0017860455,.0099950293,.0019776933,.0066612717,.001899476,.76206511,.0066930838,-.0004260006,.0024229269,-.0004240009,.0024248329,matched (3),.0020455089,.0020775939,.0019438486,.58743632,.0024231083,.0024250126,.0066612717,3
.25,.75,.5,.75,.25,-.5,.75,.25,-1.42,611,-.0016753795,.0016802147,.0040806415,.0017908706,-.014554279,.0017651431,-.1373919,.0078608841,.0016980002,.0023345363,.0016860004,.0023354955,matched (3),.0016830215,.0018075221,.0019769701,.026737416,.0023374194,.0023383382,.0016753795,1
.25,.75,.5,.75,.25,-.5,.75,.25,-.5,612,-.0036349464,.0020159287,.008803797,.0021323999,-.0066745817,.00203155,.01349905,.0079109147,.0011720001,.0028582606,.001182,.0028591407,matched (3),.0020291416,.0022099067,.0020761001,.0080931392,.0028596341,.002860538,.0036349464,1
